ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,VPH_C_ELEC,VPH_INTER,VPH_CEL,VPH_STVP,VPH_PC
17,Morelos,013,Jonacatepec de Leandro Valle,0000,Total del Municipio,4458,1522,3863,1362,1196
17,Morelos,013,Jonacatepec de Leandro Valle,0001,Jonacatepec de Leandro Valle,2354,1116,2131,999,920
17,Morelos,013,Jonacatepec de Leandro Valle,0002,Amacuitlapilco,688,117,524,62,67
17,Morelos,013,Jonacatepec de Leandro Valle,0004,Ex-Hacienda Montefalco,*,*,*,*,*
17,Morelos,013,Jonacatepec de Leandro Valle,0006,Tetelilla,1032,211,876,191,129
17,Morelos,013,Jonacatepec de Leandro Valle,0007,Tlayca,155,41,116,26,35
17,Morelos,013,Jonacatepec de Leandro Valle,0010,Las Bugambilias,4,1,4,2,0
17,Morelos,013,Jonacatepec de Leandro Valle,0011,La Divina Providencia,4,1,4,0,1
17,Morelos,013,Jonacatepec de Leandro Valle,0014,La Cuenca Lechera,12,2,12,5,4
17,Morelos,013,Jonacatepec de Leandro Valle,0019,El Puente Colorado,12,1,13,3,2
17,Morelos,013,Jonacatepec de Leandro Valle,0024,Campo del Barro,3,0,2,2,0
17,Morelos,013,Jonacatepec de Leandro Valle,0026,Colonia Emiliano Zapata,*,*,*,*,*
17,Morelos,013,Jonacatepec de Leandro Valle,0027,Colonia Juárez,1,1,3,0,0
17,Morelos,013,Jonacatepec de Leandro Valle,0036,Rancho la Misión,3,0,3,1,1
17,Morelos,013,Jonacatepec de Leandro Valle,0037,Santa Cruz,135,21,124,51,22
17,Morelos,013,Jonacatepec de Leandro Valle,0039,El Carrizal,4,1,4,1,1
17,Morelos,013,Jonacatepec de Leandro Valle,0040,Las Granjas (Cuezcomata),*,*,*,*,*
17,Morelos,013,Jonacatepec de Leandro Valle,0041,Rancho los Mangos,*,*,*,*,*
17,Morelos,013,Jonacatepec de Leandro Valle,0042,Rancho el Abrevadero (Campo Mata Redonda),*,*,*,*,*
17,Morelos,013,Jonacatepec de Leandro Valle,0045,Campo Piedra Rajada,2,1,3,0,0
17,Morelos,013,Jonacatepec de Leandro Valle,0046,La Casa de Piedra,*,*,*,*,*
17,Morelos,013,Jonacatepec de Leandro Valle,0048,El Pedregal,6,2,6,2,2
17,Morelos,013,Jonacatepec de Leandro Valle,0049,El Rancho de Chabelo,*,*,*,*,*
17,Morelos,013,Jonacatepec de Leandro Valle,0051,Tetelilla,3,0,1,0,0
17,Morelos,013,Jonacatepec de Leandro Valle,0052,Barrio de San Martín,3,0,2,1,2
17,Morelos,013,Jonacatepec de Leandro Valle,0053,Colonia San Martín,10,0,9,2,0
17,Morelos,013,Jonacatepec de Leandro Valle,0055,Colonia las Cuevas,21,4,21,11,8
17,Morelos,013,Jonacatepec de Leandro Valle,9998,Localidades de una vivienda,6,2,5,3,2
17,Morelos,014,Mazatepec,0000,Total del Municipio,2867,1315,2346,999,761
17,Morelos,014,Mazatepec,0001,Mazatepec,1256,681,1051,515,420
17,Morelos,014,Mazatepec,0002,Cuauchichinola,747,290,551,93,150
17,Morelos,014,Mazatepec,0003,Santa Cruz Vista Alegre,191,113,160,110,32
17,Morelos,014,Mazatepec,0005,Colonia Ojos de Agua de Cuauchichinola,10,0,6,0,0
17,Morelos,014,Mazatepec,0008,Colonia el Florido,337,145,301,168,102
17,Morelos,014,Mazatepec,0010,Carmelo Rivera,*,*,*,*,*
17,Morelos,014,Mazatepec,0012,Puentes de Fierro,43,23,37,20,13
17,Morelos,014,Mazatepec,0014,Colonia Lomas del Calvario,39,7,30,3,5
17,Morelos,014,Mazatepec,0016,La Vuelta,8,0,5,0,1
17,Morelos,014,Mazatepec,0017,La Caseta,14,0,13,0,0
17,Morelos,014,Mazatepec,0018,Las Huertas,27,3,26,16,2
17,Morelos,014,Mazatepec,0019,Colonia Justo Sierra,75,17,66,21,4
17,Morelos,014,Mazatepec,0020,Ampliación Justo Sierra [Subestación Eléctrica],3,0,3,0,0
17,Morelos,014,Mazatepec,0022,Campo el Guarín,2,0,2,1,0
17,Morelos,014,Mazatepec,0023,Campo Huismaloca,*,*,*,*,*
17,Morelos,014,Mazatepec,0024,Colonia el Calvario,39,11,31,14,9
17,Morelos,014,Mazatepec,0026,Colonia la Melena,14,7,8,10,5
17,Morelos,014,Mazatepec,0027,Colonia la Trilla,3,0,2,3,0
17,Morelos,014,Mazatepec,0028,Colinas de Mazatepec [Fraccionamiento],18,5,14,7,6
17,Morelos,014,Mazatepec,0029,Tranca de Fierro,8,0,8,0,1
17,Morelos,014,Mazatepec,0030,Ribera del Río Tembembe,3,0,2,1,0
17,Morelos,014,Mazatepec,0031,Colonia Valle Verde,30,13,28,17,11
17,Morelos,014,Mazatepec,9998,Localidades de una vivienda,*,*,*,*,*
17,Morelos,015,Miacatlán,0000,Total del Municipio,4543,2132,3735,1839,1130
17,Morelos,015,Miacatlán,0001,Miacatlán,2079,1248,1768,1077,706
17,Morelos,015,Miacatlán,0002,Atzompa,17,7,14,7,3
17,Morelos,015,Miacatlán,0003,Xochicalco (Cirenio Longares),303,112,264,56,51
17,Morelos,015,Miacatlán,0005,Palo Grande,78,2,71,34,5
17,Morelos,015,Miacatlán,0006,Palpan de Baranda,296,114,184,135,54
17,Morelos,015,Miacatlán,0007,El Paredón,8,0,7,4,0
17,Morelos,015,Miacatlán,0008,Rancho Viejo,14,0,9,0,0
17,Morelos,015,Miacatlán,0009,El Rincón,35,0,31,13,1
17,Morelos,015,Miacatlán,0010,El Rodeo,438,205,350,95,95
17,Morelos,015,Miacatlán,0011,Tlajotla,49,0,29,9,1
17,Morelos,015,Miacatlán,0019,La Campesina (Colonia los Tulipanes),89,51,79,38,28
17,Morelos,015,Miacatlán,0020,Emiliano Zapata,155,71,145,68,40
17,Morelos,015,Miacatlán,0022,Fraccionamiento Huertos de Miacatlán,22,8,18,9,4
17,Morelos,015,Miacatlán,0023,Los Linares,113,31,67,34,6
17,Morelos,015,Miacatlán,0028,Colonia Álvaro Obregón,131,43,113,46,18
17,Morelos,015,Miacatlán,0029,El Mirador,435,161,358,178,85
17,Morelos,015,Miacatlán,0030,El Terrero,34,1,29,8,3
17,Morelos,015,Miacatlán,0031,La Lima (El Trapiche de Luna),18,15,17,2,0
17,Morelos,015,Miacatlán,0035,Mejapa (El Puente Colorado),15,4,15,1,1
17,Morelos,015,Miacatlán,0037,El Amate Amarillo,*,*,*,*,*
17,Morelos,015,Miacatlán,0038,Colonia la Cuajiotera,15,1,17,6,1
17,Morelos,015,Miacatlán,0041,Granja Independencia,*,*,*,*,*
17,Morelos,015,Miacatlán,0044,La Presita,*,*,*,*,*
17,Morelos,015,Miacatlán,0046,El Rosario,*,*,*,*,*
17,Morelos,015,Miacatlán,0049,Colonia Vista Hermosa,177,50,129,15,25
17,Morelos,015,Miacatlán,0051,Colonia Atzompa,5,4,4,3,0
17,Morelos,015,Miacatlán,0052,El Llano,*,*,*,*,*
17,Morelos,015,Miacatlán,0054,Terrero Grande,11,3,11,1,3
17,Morelos,015,Miacatlán,0060,Colonia la Trilla,*,*,*,*,*
17,Morelos,015,Miacatlán,9998,Localidades de una vivienda,2,0,2,0,0
17,Morelos,015,Miacatlán,9999,Localidades de dos viviendas,4,1,4,0,0
17,Morelos,016,Ocuituco,0000,Total del Municipio,4931,1432,4103,535,758
17,Morelos,016,Ocuituco,0001,Ocuituco,1401,612,1194,222,384
17,Morelos,016,Ocuituco,0002,Huecahuasco,518,104,451,17,36
17,Morelos,016,Ocuituco,0003,Huejotengo (San Marcos),295,105,245,29,55
17,Morelos,016,Ocuituco,0004,Huepalcalco (San Miguel),304,55,219,22,26
17,Morelos,016,Ocuituco,0005,Jumiltepec,1147,228,917,133,107
17,Morelos,016,Ocuituco,0006,Metepec,702,175,614,73,106
17,Morelos,016,Ocuituco,0007,Ocoxaltepec,396,112,304,15,18
17,Morelos,016,Ocuituco,0009,Chignahuapan,4,2,3,1,1
17,Morelos,016,Ocuituco,0010,La Higuera,4,0,3,1,0
17,Morelos,016,Ocuituco,0011,Colonia Colinas del Sol,18,0,16,3,2
17,Morelos,016,Ocuituco,0012,La Ponderosa,32,13,29,5,7
17,Morelos,016,Ocuituco,0013,Santa Elena de la Cruz,*,*,*,*,*
17,Morelos,016,Ocuituco,0014,Santa Mónica,13,7,12,4,6
17,Morelos,016,Ocuituco,0016,Cruz de Lima,0,0,0,0,0
17,Morelos,016,Ocuituco,0017,Rancho los Espino,5,1,5,0,3
17,Morelos,016,Ocuituco,0018,La Isla Chica,*,*,*,*,*
17,Morelos,016,Ocuituco,0020,Tlacuatzingo,21,3,16,1,1
17,Morelos,016,Ocuituco,0023,La Cebada,*,*,*,*,*
17,Morelos,016,Ocuituco,0025,Huauscuautla,*,*,*,*,*
17,Morelos,016,Ocuituco,0032,Casahuatitla,4,0,3,3,0
17,Morelos,016,Ocuituco,0033,Ninguno [CBTA],4,0,3,0,0
17,Morelos,016,Ocuituco,0035,Cuestepec,5,1,5,0,0
17,Morelos,016,Ocuituco,0036,La Finca,4,0,4,0,0
17,Morelos,016,Ocuituco,0037,Huazotepec,10,1,10,0,1
17,Morelos,016,Ocuituco,0040,Ocotitla,*,*,*,*,*
17,Morelos,016,Ocuituco,0042,San Juan,*,*,*,*,*
17,Morelos,016,Ocuituco,0046,Cerrito Colorado,13,6,13,1,2
17,Morelos,016,Ocuituco,0047,La Ixtla,12,0,12,1,0
17,Morelos,016,Ocuituco,0048,La Rosita (Rancho el Paraíso),3,2,3,0,0
17,Morelos,016,Ocuituco,0050,Piedra Rajada,1,0,5,0,0
17,Morelos,016,Ocuituco,0053,El Encinal,*,*,*,*,*
17,Morelos,016,Ocuituco,0054,Rancho de Fidel Argandar,*,*,*,*,*
17,Morelos,016,Ocuituco,0056,Rancho de Valente Montenegro,*,*,*,*,*
17,Morelos,016,Ocuituco,0057,Nopaltitla,5,2,5,2,1
17,Morelos,016,Ocuituco,0058,Campo el Ocote,*,*,*,*,*
17,Morelos,016,Ocuituco,0059,Campo el Llano,*,*,*,*,*
17,Morelos,016,Ocuituco,9998,Localidades de una vivienda,5,2,8,1,2
17,Morelos,016,Ocuituco,9999,Localidades de dos viviendas,5,1,4,1,0
17,Morelos,017,Puente de Ixtla,0000,Total del Municipio,11183,5321,9563,4766,3149
17,Morelos,017,Puente de Ixtla,0001,Puente de Ixtla,5752,3232,4980,2712,2085
17,Morelos,017,Puente de Ixtla,0002,Ahuehuetzingo,449,139,360,118,75
17,Morelos,017,Puente de Ixtla,0003,El Coco,184,73,152,64,21
17,Morelos,017,Puente de Ixtla,0005,El Estudiante,438,135,364,138,60
17,Morelos,017,Puente de Ixtla,0006,La Tigra,94,3,80,2,1
17,Morelos,017,Puente de Ixtla,0007,Tilzapotla,1456,729,1150,578,289
17,Morelos,017,Puente de Ixtla,0008,San José Vista Hermosa,1260,628,1103,592,376
17,Morelos,017,Puente de Ixtla,0010,El Zapote,23,1,20,6,2
17,Morelos,017,Puente de Ixtla,0011,El Salto,30,0,21,3,2
17,Morelos,017,Puente de Ixtla,0012,Los Ídolos,61,14,47,13,2
17,Morelos,017,Puente de Ixtla,0013,Kilómetro 107 (Loma Larga),15,3,11,3,3
17,Morelos,017,Puente de Ixtla,0015,Pineda,10,2,9,5,0
17,Morelos,017,Puente de Ixtla,0017,Los Tanques,4,0,4,0,0
17,Morelos,017,Puente de Ixtla,0025,Loma Florida,96,26,80,22,10
17,Morelos,017,Puente de Ixtla,0028,Los Papayos,5,0,5,0,0
17,Morelos,017,Puente de Ixtla,0030,Portesuelo,5,0,3,2,0
17,Morelos,017,Puente de Ixtla,0032,Rancho Panchomas,26,11,24,9,9
17,Morelos,017,Puente de Ixtla,0033,San Antonio (Las Granjas),7,3,3,3,1
17,Morelos,017,Puente de Ixtla,0046,24 de Febrero,101,16,91,47,12
17,Morelos,017,Puente de Ixtla,0050,Campo Amor,*,*,*,*,*
17,Morelos,017,Puente de Ixtla,0052,El Llano,*,*,*,*,*
17,Morelos,017,Puente de Ixtla,0053,El Naranjo,100,13,89,45,9
17,Morelos,017,Puente de Ixtla,0057,El Rodeo,2,0,0,1,0
17,Morelos,017,Puente de Ixtla,0064,Tranca del Coco,40,21,33,20,8
17,Morelos,017,Puente de Ixtla,0065,Colonia Valle Bonito (Los Arcos Caídos),84,3,70,51,6
17,Morelos,017,Puente de Ixtla,0067,El Salado,*,*,*,*,*
17,Morelos,017,Puente de Ixtla,0077,Las Albóndigas,*,*,*,*,*
17,Morelos,017,Puente de Ixtla,0078,Lomas Altas,3,2,3,1,2
17,Morelos,017,Puente de Ixtla,0080,Campo Agua Salada,*,*,*,*,*
17,Morelos,017,Puente de Ixtla,0081,Campo Galera,*,*,*,*,*
17,Morelos,017,Puente de Ixtla,0085,Colonia los Pinos,8,1,7,2,3
17,Morelos,017,Puente de Ixtla,0087,Colonia San Pedro,110,37,98,37,18
17,Morelos,017,Puente de Ixtla,0089,Ninguno [Deportivo Oxford],6,1,6,3,1
17,Morelos,017,Puente de Ixtla,0094,El Iztacoáquetl,*,*,*,*,*
17,Morelos,017,Puente de Ixtla,0098,El Polvorín,4,3,5,1,0
17,Morelos,017,Puente de Ixtla,0099,Puente el Naranjo,50,1,43,13,2
17,Morelos,017,Puente de Ixtla,0102,Rancho los Ílamos,*,*,*,*,*
17,Morelos,017,Puente de Ixtla,0103,Rancho Santa Elena (Rancho del Ingeniero),0,2,2,0,0
17,Morelos,017,Puente de Ixtla,0105,El Tecolote (Galera Pineda),*,*,*,*,*
17,Morelos,017,Puente de Ixtla,0106,Vivero Siempre Verde,5,2,4,2,0
17,Morelos,017,Puente de Ixtla,0108,Ampliación Miguel Hidalgo,28,4,22,4,2
17,Morelos,017,Puente de Ixtla,0115,El Mirador,*,*,*,*,*
17,Morelos,017,Puente de Ixtla,0119,Colonia Valle Dorado,37,1,33,9,2
17,Morelos,017,Puente de Ixtla,0122,Contreras,3,1,2,2,0
17,Morelos,017,Puente de Ixtla,0123,La Curva de la Vía,4,0,2,0,0
17,Morelos,017,Puente de Ixtla,0124,El Paso del Guayabo,*,*,*,*,*
17,Morelos,017,Puente de Ixtla,0130,Ampliación Benito Juárez,52,7,44,9,2
17,Morelos,017,Puente de Ixtla,0131,Ampliación Colonia Jardines de la Herradura,31,14,33,12,8
17,Morelos,017,Puente de Ixtla,0133,Colonia Aeródromo,8,3,7,2,4
17,Morelos,017,Puente de Ixtla,0134,Colonia Buenavista,49,9,41,21,5
17,Morelos,017,Puente de Ixtla,0135,Colonia Emiliano Zapata,88,46,84,34,32
17,Morelos,017,Puente de Ixtla,0136,Colonia Emiliano Zapata,7,4,7,1,1
17,Morelos,017,Puente de Ixtla,0137,Guadalupe Victoria,83,32,76,33,23
17,Morelos,017,Puente de Ixtla,0139,Ampliación Colonia Norte,37,11,34,11,5
17,Morelos,017,Puente de Ixtla,0140,Colonia los Arcos,104,6,95,41,11
17,Morelos,017,Puente de Ixtla,0141,Loma de Plaza,*,*,*,*,*
17,Morelos,017,Puente de Ixtla,0143,Colonia Buenos Aires,156,73,152,79,54
17,Morelos,017,Puente de Ixtla,0144,Colonia la Providencia,51,8,49,12,3
17,Morelos,017,Puente de Ixtla,0147,Cacahuananche,3,1,2,0,0
17,Morelos,017,Puente de Ixtla,9998,Localidades de una vivienda,6,0,6,1,0
17,Morelos,017,Puente de Ixtla,9999,Localidades de dos viviendas,8,0,7,2,0
17,Morelos,018,Temixco,0000,Total del Municipio,34467,17726,31238,11214,10804
17,Morelos,018,Temixco,0001,Temixco,29475,15720,26660,10040,9544
17,Morelos,018,Temixco,0004,Cuentepec,1022,226,875,37,93
17,Morelos,018,Temixco,0008,San Agustín Tetlama,499,146,412,47,50
17,Morelos,018,Temixco,0024,Benito Juárez (La Monera),195,87,185,38,48
17,Morelos,018,Temixco,0025,Santa Cruz Milpillas,87,20,81,40,10
17,Morelos,018,Temixco,0028,Lomas de Santa Clara,17,3,14,0,2
17,Morelos,018,Temixco,0029,Campo Santa Cruz (La Joya),3,1,3,0,0
17,Morelos,018,Temixco,0030,Campo Sotelo,458,327,443,202,263
17,Morelos,018,Temixco,0031,Colonia Santa Úrsula,296,42,262,43,17
17,Morelos,018,Temixco,0032,Solidaridad,280,116,268,59,35
17,Morelos,018,Temixco,0036,Colonia la Parota,52,2,40,0,3
17,Morelos,018,Temixco,0037,Colonia el Ajonjolinar,85,15,84,6,10
17,Morelos,018,Temixco,0038,Colonia las Águilas de los Tehuixtles,111,35,101,15,16
17,Morelos,018,Temixco,0044,Eterna Primavera,290,92,270,49,33
17,Morelos,018,Temixco,0046,Unidad Piscícola Joya Palomares,16,8,18,3,2
17,Morelos,018,Temixco,0048,Colonia Aquiles Serdán,4,3,4,2,3
17,Morelos,018,Temixco,0050,Campo de Piedras Agujeradas,8,1,7,1,1
17,Morelos,018,Temixco,0051,Campo el Rayo (Acatlipa),13,11,13,8,5
17,Morelos,018,Temixco,0052,Campo las Martinicas (Las Higueras),8,1,9,0,1
17,Morelos,018,Temixco,0056,Loma del Ahuijote (Barriales),9,5,8,1,3
17,Morelos,018,Temixco,0057,El Cornejal,15,6,13,1,1
17,Morelos,018,Temixco,0058,Lomas de Mejía,7,0,5,1,0
17,Morelos,018,Temixco,0059,Lomas de San Felipe,15,3,14,1,3
17,Morelos,018,Temixco,0061,Paraje del Cerro Mazatepetongo,*,*,*,*,*
17,Morelos,018,Temixco,0062,Rancho de Julio Vega,5,3,4,0,2
17,Morelos,018,Temixco,0063,Colonia Aeropuerto 5ta. Sección los Pinos,47,17,35,4,13
17,Morelos,018,Temixco,0064,Ampliación de los Amates,35,16,33,9,10
17,Morelos,018,Temixco,0065,Asociación de Colonos de Tepeyac,60,12,58,8,10
17,Morelos,018,Temixco,0067,Colonia las Rosas,*,*,*,*,*
17,Morelos,018,Temixco,0068,Colonia Aeropuerto (Campo los Lechosos),12,6,12,2,3
17,Morelos,018,Temixco,0069,Barranca Colorada,16,1,15,4,1
17,Morelos,018,Temixco,0070,Colonia Miguel Hidalgo,178,135,177,102,107
17,Morelos,018,Temixco,0071,Cuentepec,6,3,7,0,0
17,Morelos,018,Temixco,0072,Ampliación Lázaro Cárdenas,86,36,77,20,16
17,Morelos,018,Temixco,0074,La Loma,67,36,62,12,22
17,Morelos,018,Temixco,0078,Lomas de Cazahuatlán,*,*,*,*,*
17,Morelos,018,Temixco,0079,Los Lechones,19,14,18,7,3
17,Morelos,018,Temixco,0080,Colinas de Altar,391,235,384,188,217
17,Morelos,018,Temixco,0081,Punta Verde,579,342,566,264,257
17,Morelos,018,Temixco,9998,Localidades de una vivienda,*,*,*,*,*
17,Morelos,018,Temixco,9999,Localidades de dos viviendas,*,*,*,*,*
17,Morelos,019,Tepalcingo,0000,Total del Municipio,7691,2290,6621,2114,1553
17,Morelos,019,Tepalcingo,0001,Tepalcingo,3552,1117,3097,954,827
17,Morelos,019,Tepalcingo,0002,Atotonilco,990,372,855,362,246
17,Morelos,019,Tepalcingo,0003,Huitchila,576,136,504,91,84
17,Morelos,019,Tepalcingo,0004,Ixtlilco el Chico,442,54,388,234,53
17,Morelos,019,Tepalcingo,0005,Ixtlilco el Grande,1002,326,831,271,173
17,Morelos,019,Tepalcingo,0006,El Limón de Cuauchichinola,30,2,20,22,1
17,Morelos,019,Tepalcingo,0007,Adolfo López Mateos,161,22,145,24,19
17,Morelos,019,Tepalcingo,0008,Pitzotlán,1,0,14,1,1
17,Morelos,019,Tepalcingo,0009,Los Sauces,96,10,53,26,6
17,Morelos,019,Tepalcingo,0010,El Tepehuaje,42,0,28,12,1
17,Morelos,019,Tepalcingo,0011,Zacapalco,516,210,422,66,99
17,Morelos,019,Tepalcingo,0012,Cruz de Jaramalla (Colonia Lauro Ortega),103,12,96,10,16
17,Morelos,019,Tepalcingo,0013,Los Tulipanes,40,9,39,6,11
17,Morelos,019,Tepalcingo,0015,Emiliano Zapata,8,1,8,1,0
17,Morelos,019,Tepalcingo,0016,Rancho la Huerta,3,1,3,1,2
17,Morelos,019,Tepalcingo,0017,Mano Pintada,3,0,3,2,2
17,Morelos,019,Tepalcingo,0019,Rancho el Bambú (La Presa),5,1,4,1,1
17,Morelos,019,Tepalcingo,0021,Las Joyas,28,1,24,9,0
17,Morelos,019,Tepalcingo,0023,Los Anonos,4,0,4,0,0
17,Morelos,019,Tepalcingo,0026,La Granja,5,1,4,1,0
17,Morelos,019,Tepalcingo,0027,Campo las Pilas,*,*,*,*,*
17,Morelos,019,Tepalcingo,0029,Rancho Covadonga,*,*,*,*,*
17,Morelos,019,Tepalcingo,0030,Rancho las Águilas,*,*,*,*,*
17,Morelos,019,Tepalcingo,0031,Colonia Buenos Aires,14,0,14,5,0
17,Morelos,019,Tepalcingo,0032,Colonia 20 de Noviembre,7,1,6,2,1
17,Morelos,019,Tepalcingo,0033,La Vía,13,5,11,2,4
17,Morelos,019,Tepalcingo,0034,La Presita,*,*,*,*,*
17,Morelos,019,Tepalcingo,0035,Agua Fría,*,*,*,*,*
17,Morelos,019,Tepalcingo,0037,Paraje el Espejo,*,*,*,*,*
17,Morelos,019,Tepalcingo,0038,Campo la Sábila,*,*,*,*,*
17,Morelos,019,Tepalcingo,0039,La Junta,3,1,3,1,1
17,Morelos,019,Tepalcingo,0040,El Pozo,6,1,5,2,1
17,Morelos,019,Tepalcingo,0041,La Joyita de Piedra Grande,0,0,1,0,0
17,Morelos,019,Tepalcingo,0043,Colonia Emiliano Zapata,7,0,8,2,0
17,Morelos,019,Tepalcingo,0044,Colonia Francisco I. Madero,8,2,7,1,2
17,Morelos,019,Tepalcingo,0046,Ixtlilco el Grande,6,2,7,2,0
17,Morelos,019,Tepalcingo,0050,Tenería,*,*,*,*,*
17,Morelos,019,Tepalcingo,0051,La Joya,6,0,3,0,0
17,Morelos,019,Tepalcingo,0053,El Rosal Norte,*,*,*,*,*
17,Morelos,019,Tepalcingo,0054,Las Pilas,*,*,*,*,*
17,Morelos,019,Tepalcingo,0055,Pozo Número 39,*,*,*,*,*
17,Morelos,019,Tepalcingo,0057,Ninguno [DICONSA],2,0,2,1,1
17,Morelos,019,Tepalcingo,9998,Localidades de una vivienda,8,2,8,2,1
17,Morelos,019,Tepalcingo,9999,Localidades de dos viviendas,4,1,4,0,0
17,Morelos,020,Tepoztlán,0000,Total del Municipio,15413,9165,13723,5758,5484
17,Morelos,020,Tepoztlán,0001,Tepoztlán,4431,3091,3837,2274,2082
17,Morelos,020,Tepoztlán,0002,Colonia Ángel Bocanegra (Adolfo López Mateos),330,138,293,89,87
17,Morelos,020,Tepoztlán,0003,Amatlán de Quetzalcóatl,375,282,319,128,141
17,Morelos,020,Tepoztlán,0004,Ixcatepec,214,133,183,80,102
17,Morelos,020,Tepoztlán,0005,San Andrés de la Cal,445,264,305,140,140
17,Morelos,020,Tepoztlán,0006,Santa Catarina,1400,572,1228,385,276
17,Morelos,020,Tepoztlán,0007,Santiago Tepetlapa,279,198,254,138,110
17,Morelos,020,Tepoztlán,0008,Santo Domingo Ocotitlán,502,271,335,207,93
17,Morelos,020,Tepoztlán,0009,San Juan Tlacotenco,595,364,528,117,174
17,Morelos,020,Tepoztlán,0010,Colonia Obrera,438,246,397,250,180
17,Morelos,020,Tepoztlán,0011,Acolapan,*,*,*,*,*
17,Morelos,020,Tepoztlán,0017,Colonia Tecmilco,89,56,89,23,41
17,Morelos,020,Tepoztlán,0021,Achichipico,22,20,22,12,17
17,Morelos,020,Tepoztlán,0025,Rancho mi Ilusión (Xaltepetlaoztoc),3,2,3,3,0
17,Morelos,020,Tepoztlán,0027,Amilcingo,6,4,8,2,0
17,Morelos,020,Tepoztlán,0028,Cacaloapan,43,16,39,11,10
17,Morelos,020,Tepoztlán,0031,Atiopa (Mi Bohío),22,16,22,11,12
17,Morelos,020,Tepoztlán,0032,Huehuecóyotl,11,11,9,1,10
17,Morelos,020,Tepoztlán,0036,Kilómetro 14 (Tempampulco),23,18,23,9,16
17,Morelos,020,Tepoztlán,0038,Tlaltépetl,70,26,65,20,24
17,Morelos,020,Tepoztlán,0039,Colonia Chichco (Chisco),74,29,73,23,25
17,Morelos,020,Tepoztlán,0041,Mirador de la Pera,*,*,*,*,*
17,Morelos,020,Tepoztlán,0042,La Palapa,38,24,35,13,13
17,Morelos,020,Tepoztlán,0046,Huachinantitla,83,44,71,29,33
17,Morelos,020,Tepoztlán,0048,El Amate,*,*,*,*,*
17,Morelos,020,Tepoztlán,0052,Hueycuagco,25,4,23,7,3
17,Morelos,020,Tepoztlán,0053,Kilómetro 10 (El Sombrero),8,6,8,0,4
17,Morelos,020,Tepoztlán,0054,Cuitzcuixcatla (Kilómetro 14.5),9,4,9,2,3
17,Morelos,020,Tepoztlán,0061,Monte Castillo,5,0,5,2,2
17,Morelos,020,Tepoztlán,0067,Los Farallones de Santiago (Chahuapa),21,13,22,12,11
17,Morelos,020,Tepoztlán,0069,Cerro Cuate,*,*,*,*,*
17,Morelos,020,Tepoztlán,0070,Colonia Benito Juárez,22,1,17,3,2
17,Morelos,020,Tepoztlán,0071,El Texcal,17,12,16,4,9
17,Morelos,020,Tepoztlán,0072,Escalontlajco (El Mirador),17,14,15,1,13
17,Morelos,020,Tepoztlán,0073,Granja de los Pollos Carlitos,*,*,*,*,*
17,Morelos,020,Tepoztlán,0074,Kilómetro 15,18,9,16,5,7
17,Morelos,020,Tepoztlán,0075,Kilómetro 15.5,40,23,37,14,22
17,Morelos,020,Tepoztlán,0077,El Pedregal,15,4,14,10,1
17,Morelos,020,Tepoztlán,0081,Tecuezcontitla,15,8,14,4,5
17,Morelos,020,Tepoztlán,0082,Tehuixcorral (Colonia San Martín Caballero),39,3,37,12,8
17,Morelos,020,Tepoztlán,0083,Tepepatlaxco,10,7,10,2,3
17,Morelos,020,Tepoztlán,0084,Tlapetlaloya,7,2,7,4,2
17,Morelos,020,Tepoztlán,0085,Tetecolala,928,593,890,265,350
17,Morelos,020,Tepoztlán,0086,Texio,13,3,10,7,2
17,Morelos,020,Tepoztlán,0087,Tiamacosclippac,25,12,19,4,7
17,Morelos,020,Tepoztlán,0088,Vista al Valle (Tlaxomolco),27,7,27,8,10
17,Morelos,020,Tepoztlán,0089,Zacatecontitla,*,*,*,*,*
17,Morelos,020,Tepoztlán,0090,Cuaxoxoco,15,10,15,1,9
17,Morelos,020,Tepoztlán,0091,El Bohío (Techcualichcuac),*,*,*,*,*
17,Morelos,020,Tepoztlán,0092,Cazahuatla,18,2,16,1,3
17,Morelos,020,Tepoztlán,0093,Colonia Cuahquiahuac,22,14,22,9,16
17,Morelos,020,Tepoztlán,0095,Tlalnáhuac (Texalo),41,21,38,19,15
17,Morelos,020,Tepoztlán,0097,Colonia Loma Esmeralda,458,232,437,75,79
17,Morelos,020,Tepoztlán,0099,Loma Bonita,1107,686,1035,335,358
17,Morelos,020,Tepoztlán,0100,Paso Ancho (Tlanexpa),*,*,*,*,*
17,Morelos,020,Tepoztlán,0101,Rancho los Ojuelos,*,*,*,*,*
17,Morelos,020,Tepoztlán,0102,Unidad Habitacional Rinconada Acolapa,931,664,903,452,454
17,Morelos,020,Tepoztlán,0103,Xolatlaco,39,30,38,15,23
17,Morelos,020,Tepoztlán,0104,Colonia Huilotepec,263,133,226,88,80
17,Morelos,020,Tepoztlán,0105,La Joya,47,12,40,3,7
17,Morelos,020,Tepoztlán,0107,Colonia del Carmen,242,120,226,89,81
17,Morelos,020,Tepoztlán,0108,Colonia los Ocotes,103,50,96,37,41
17,Morelos,020,Tepoztlán,0109,Tetenco,283,187,266,99,93
17,Morelos,020,Tepoztlán,0110,Ampliación Milpillas,202,118,192,41,52
17,Morelos,020,Tepoztlán,0111,Camino Antiguo a Tepoztlán,154,43,138,31,13
